,loss,accuracy,validation_accuracy
250,0.7874288578187266,0.41797752808988764,tensor(0.4896)
251,0.7417554355436756,0.5056179775280899,tensor(0.6058)
252,0.7353494532646672,0.4943820224719101,tensor(0.5519)
253,0.7385058037696346,0.47191011235955055,tensor(0.5726)
254,0.745588784256289,0.49887640449438203,tensor(0.6307)
255,0.7269297242164612,0.501123595505618,tensor(0.6017)
256,0.7882357951133482,0.48314606741573035,tensor(0.5726)
257,0.7430652572262672,0.5123595505617977,tensor(0.6141)
258,0.7291196623156148,0.4943820224719101,tensor(0.5809)
259,0.7694619586390834,0.5168539325842697,tensor(0.5726)
260,0.7476489505460185,0.451685393258427,tensor(0.5394)
261,0.7558251561657074,0.46741573033707867,tensor(0.5768)
262,0.7374816094675372,0.48314606741573035,tensor(0.5892)
263,0.7356074529309427,0.4314606741573034,tensor(0.5187)
264,0.7439725149062372,0.4314606741573034,tensor(0.5270)
265,0.7685497364690227,0.47415730337078654,tensor(0.5602)
266,0.7548236231650075,0.45617977528089887,tensor(0.5436)
267,0.7382860645171134,0.4786516853932584,tensor(0.5975)
268,0.7217864432642537,0.5101123595505618,tensor(0.6349)
269,0.7203101054314645,0.5325842696629214,tensor(0.5353)
270,0.7507897153977425,0.48089887640449436,tensor(0.5768)
271,0.7503425959617861,0.4202247191011236,tensor(0.4855)
272,0.7548304700082348,0.5325842696629214,tensor(0.5311)
273,0.733153845033338,0.5123595505617977,tensor(0.6183)
274,0.7275071124876699,0.5213483146067416,tensor(0.5892)
275,0.7272617240105906,0.4898876404494382,tensor(0.5685)
276,0.7076025105291798,0.4247191011235955,tensor(0.5145)
277,0.7046631170857337,0.4584269662921348,tensor(0.5726)
278,0.7189350051264609,0.5235955056179775,tensor(0.5394)
279,0.7554473684680078,0.41797752808988764,tensor(0.5228)
280,0.7316249628220836,0.46741573033707867,tensor(0.5726)
281,0.7313107578985153,0.4943820224719101,tensor(0.4979)
282,0.735751630798463,0.5168539325842697,tensor(0.5270)
283,0.7186493104504,0.5258426966292135,tensor(0.6017)
284,0.7221100984081146,0.4786516853932584,tensor(0.5145)
285,0.7479167272967677,0.5235955056179775,tensor(0.6224)
286,0.7352062367623852,0.47191011235955055,tensor(0.5519)
287,0.7059388112637305,0.48314606741573035,tensor(0.5768)
288,0.6968109819196886,0.48314606741573035,tensor(0.5726)
289,0.7199027461390342,0.5213483146067416,tensor(0.6349)
290,0.7325301093439902,0.5235955056179775,tensor(0.5187)
291,0.7311937424444384,0.5191011235955056,tensor(0.5851)
292,0.7011332531129161,0.4764044943820225,tensor(0.5975)
293,0.7339751835792295,0.49887640449438203,tensor(0.6100)
294,0.7292307999826246,0.5168539325842697,tensor(0.5892)
295,0.7143718484909304,0.5123595505617977,tensor(0.5353)
296,0.7232897973829701,0.46741573033707867,tensor(0.5975)
297,0.6785335329271132,0.5101123595505618,tensor(0.6058)
298,0.7035583719130485,0.41797752808988764,tensor(0.5021)
299,0.7321861290162609,0.42696629213483145,tensor(0.5104)
300,0.7050460403965365,0.48314606741573035,tensor(0.5353)
301,0.7228085167946354,0.43595505617977526,tensor(0.4523)
302,0.7067276941191766,0.46741573033707867,tensor(0.5311)
303,0.7145225963284892,0.5123595505617977,tensor(0.5975)
304,0.671518946847608,0.451685393258427,tensor(0.4772)
305,0.7470916048172982,0.5168539325842697,tensor(0.5934)
306,0.7142822261779539,0.4966292134831461,tensor(0.5934)
307,0.7109308387002637,0.43820224719101125,tensor(0.5270)
308,0.6934909599442636,0.5460674157303371,tensor(0.6141)
309,0.6675397321101157,0.4449438202247191,tensor(0.4938)
310,0.7256842832411489,0.4764044943820225,tensor(0.5560)
311,0.6985803832930904,0.4786516853932584,tensor(0.5353)
312,0.7163525012231642,0.5191011235955056,tensor(0.6183)
313,0.6713537516132477,0.48314606741573035,tensor(0.5934)
314,0.69091155452113,0.43820224719101125,tensor(0.5187)
315,0.6851216073959104,0.48764044943820223,tensor(0.5892)
316,0.6949736937399833,0.4943820224719101,tensor(0.5477)
317,0.6900376639058513,0.4449438202247191,tensor(0.4232)
318,0.6806945156666541,0.4853932584269663,tensor(0.5477)
319,0.6842652184347953,0.4898876404494382,tensor(0.5394)
320,0.6960383557504223,0.48764044943820223,tensor(0.5975)
321,0.6443161233778922,0.46292134831460674,tensor(0.5602)
322,0.6945758981089438,0.4943820224719101,tensor(0.5934)
323,0.7235707313783707,0.449438202247191,tensor(0.5477)
324,0.670742477140119,0.43595505617977526,tensor(0.5021)
325,0.7180725970575886,0.5303370786516854,tensor(0.5768)
326,0.6661196456801507,0.4943820224719101,tensor(0.5685)
327,0.7140022054795296,0.5303370786516854,tensor(0.5353)
328,0.6599669994846467,0.4337078651685393,tensor(0.5353)
329,0.6705632680846799,0.42696629213483145,tensor(0.4855)
330,0.6910347352104802,0.5235955056179775,tensor(0.5975)
331,0.6880958637883586,0.5348314606741573,tensor(0.5394)
332,0.6798580356182591,0.5280898876404494,tensor(0.6349)
333,0.6404426915030326,0.5146067415730337,tensor(0.5477)
334,0.7000493118839879,0.49887640449438203,tensor(0.5643)
335,0.6702532652885683,0.43820224719101125,tensor(0.5270)
336,0.6871020832369404,0.46741573033707867,tensor(0.5768)
337,0.6880652356532312,0.4202247191011236,tensor(0.5021)
338,0.6718442863033663,0.4584269662921348,tensor(0.5353)
339,0.6729602381106345,0.5123595505617977,tensor(0.5934)
340,0.6635976751004496,0.5325842696629214,tensor(0.5892)
341,0.7138029356156627,0.48314606741573035,tensor(0.5975)
342,0.6663596514732607,0.5101123595505618,tensor(0.5892)
343,0.6850987980442662,0.5146067415730337,tensor(0.6017)
344,0.6575337158095452,0.5258426966292135,tensor(0.5353)
345,0.6699808720619448,0.4404494382022472,tensor(0.5187)
346,0.6807591780539481,0.5056179775280899,tensor(0.6017)
347,0.6966202595541554,0.451685393258427,tensor(0.5187)
348,0.6761202398807772,0.5168539325842697,tensor(0.5975)
349,0.6450364080167585,0.4764044943820225,tensor(0.5851)
350,0.7002892638406446,0.5123595505617977,tensor(0.5934)
351,0.6920232984327501,0.49213483146067416,tensor(0.5602)
352,0.68054168935745,0.44719101123595506,tensor(0.5187)
353,0.6520141690008102,0.4044943820224719,tensor(0.4813)
354,0.6432076557990043,0.5303370786516854,tensor(0.6141)
355,0.6569394478874822,0.5303370786516854,tensor(0.5602)
356,0.6490724807785403,0.451685393258427,tensor(0.5145)
357,0.6373165163301653,0.5191011235955056,tensor(0.6307)
358,0.6640793315825924,0.503370786516854,tensor(0.5975)
359,0.6383443070996192,0.4651685393258427,tensor(0.5353)
360,0.6309965762399858,0.5483146067415731,tensor(0.6307)
361,0.7028216834991209,0.48314606741573035,tensor(0.5685)
362,0.645861045968148,0.5550561797752809,tensor(0.5975)
363,0.6190301131817603,0.5617977528089888,tensor(0.6349)
364,0.6724098007525167,0.44719101123595506,tensor(0.5104)
365,0.6940480989794577,0.4696629213483146,tensor(0.5062)
366,0.605926594426555,0.48089887640449436,tensor(0.5768)
367,0.623875274773567,0.42247191011235957,tensor(0.5062)
368,0.6631566487973736,0.4786516853932584,tensor(0.5436)
369,0.616742633042797,0.46292134831460674,tensor(0.5643)
370,0.6740092913950643,0.5528089887640449,tensor(0.6224)
371,0.6215154509390554,0.5483146067415731,tensor(0.6307)
372,0.630582494120444,0.48089887640449436,tensor(0.5394)
373,0.6700213109293292,0.5460674157303371,tensor(0.5975)
374,0.6674329859595145,0.47191011235955055,tensor(0.5685)
375,0.6325509019436375,0.49213483146067416,tensor(0.5726)
376,0.6442308791222111,0.5146067415730337,tensor(0.5228)
377,0.6260751783847809,0.47415730337078654,tensor(0.5519)
378,0.6627798147739903,0.4606741573033708,tensor(0.4772)
379,0.6540662771271121,0.5258426966292135,tensor(0.5892)
380,0.65142388593766,0.5348314606741573,tensor(0.5685)
381,0.6399353944486187,0.4853932584269663,tensor(0.5436)
382,0.6404449516727079,0.5730337078651685,tensor(0.6100)
383,0.6426602082867776,0.5235955056179775,tensor(0.5809)
384,0.6518811785405682,0.5370786516853933,tensor(0.5975)
385,0.635355411037322,0.5460674157303371,tensor(0.6017)
386,0.6489828748087729,0.4247191011235955,tensor(0.5145)
387,0.6386292932494995,0.49887640449438203,tensor(0.5477)
388,0.6155487472011197,0.5280898876404494,tensor(0.5519)
389,0.6298393760958025,0.5325842696629214,tensor(0.5560)
390,0.632411043490133,0.5325842696629214,tensor(0.5975)
391,0.6748603966928297,0.5123595505617977,tensor(0.5394)
392,0.6512946765269002,0.550561797752809,tensor(0.5602)
393,0.6266596461496046,0.5146067415730337,tensor(0.5934)
394,0.6104172170162201,0.48314606741573035,tensor(0.5477)
395,0.6511248657780309,0.5101123595505618,tensor(0.6017)
396,0.6206789103246504,0.5595505617977528,tensor(0.6183)
397,0.6251609104294931,0.5123595505617977,tensor(0.6266)
398,0.6619613747442922,0.5393258426966292,tensor(0.5685)
399,0.643836215619118,0.4696629213483146,tensor(0.5477)
400,0.6152181163910897,0.4898876404494382,tensor(0.5851)
401,0.6254278767493463,0.5280898876404494,tensor(0.5768)
402,0.6247567409469236,0.5393258426966292,tensor(0.6100)
403,0.6011687228756566,0.4449438202247191,tensor(0.4689)
404,0.6106571891615468,0.5460674157303371,tensor(0.5270)
405,0.6559709300917964,0.4898876404494382,tensor(0.5270)
406,0.6176307143703583,0.47415730337078654,tensor(0.5311)
407,0.6536480380642798,0.5415730337078651,tensor(0.6017)
408,0.5996218756321938,0.5168539325842697,tensor(0.5975)
409,0.5982912355853666,0.5460674157303371,tensor(0.5436)
410,0.6091793064148195,0.44719101123595506,tensor(0.4772)
411,0.6297137593069384,0.5123595505617977,tensor(0.5187)
412,0.6022924569345289,0.5213483146067416,tensor(0.5934)
413,0.5919640506467512,0.5168539325842697,tensor(0.5809)
414,0.6371082403967457,0.5460674157303371,tensor(0.5270)
415,0.6365690779301428,0.48089887640449436,tensor(0.5851)
416,0.6048894889893071,0.4853932584269663,tensor(0.5353)
417,0.592478064760085,0.4764044943820225,tensor(0.5726)
418,0.644695125279888,0.4898876404494382,tensor(0.5477)
419,0.6351244584206612,0.4764044943820225,tensor(0.5353)
420,0.5868912733370258,0.4764044943820225,tensor(0.5021)
421,0.5937476898393323,0.5550561797752809,tensor(0.6100)
422,0.5939363635355427,0.49213483146067416,tensor(0.5643)
423,0.5822367937334122,0.5101123595505618,tensor(0.5934)
424,0.6077198222760232,0.5303370786516854,tensor(0.5560)
425,0.6225530966635673,0.5460674157303371,tensor(0.6017)
426,0.6238623876725474,0.5280898876404494,tensor(0.5892)
427,0.5843303126673545,0.5325842696629214,tensor(0.5934)
428,0.5831537861977855,0.501123595505618,tensor(0.5602)
429,0.6140748983429324,0.550561797752809,tensor(0.5602)
430,0.6111906084322161,0.46741573033707867,tensor(0.5768)
431,0.5814349055290222,0.5370786516853933,tensor(0.6183)
432,0.6515599556507603,0.5640449438202247,tensor(0.5228)
433,0.6195603378357426,0.44719101123595506,tensor(0.4315)
434,0.5774625972394021,0.4853932584269663,tensor(0.5519)
435,0.5847345532909516,0.5460674157303371,tensor(0.6224)
436,0.6151333508952972,0.49213483146067416,tensor(0.5519)
437,0.6396342083331077,0.5595505617977528,tensor(0.6307)
438,0.5956721805757091,0.5730337078651685,tensor(0.6183)
439,0.5774794365129163,0.4651685393258427,tensor(0.5394)
440,0.6203231475045604,0.4337078651685393,tensor(0.5062)
441,0.5807545973408607,0.5123595505617977,tensor(0.6017)
442,0.5912461799959983,0.4853932584269663,tensor(0.5104)
443,0.6022910639162986,0.5325842696629214,tensor(0.5685)
444,0.5791282692263203,0.4651685393258427,tensor(0.5228)
445,0.597951635237663,0.5460674157303371,tensor(0.6141)
446,0.5595066201302313,0.5325842696629214,tensor(0.6183)
447,0.5870997463503191,0.5123595505617977,tensor(0.5934)
448,0.5816085588547492,0.550561797752809,tensor(0.6100)
449,0.5835234176728034,0.48764044943820223,tensor(0.5477)
450,0.6594479237833331,0.5573033707865168,tensor(0.5145)
451,0.572378876709169,0.49887640449438203,tensor(0.5892)
452,0.548840815982511,0.45617977528089887,tensor(0.4647)
453,0.5918241941159771,0.5550561797752809,tensor(0.6224)
454,0.5779496710146627,0.5348314606741573,tensor(0.5436)
455,0.5952863837442091,0.47191011235955055,tensor(0.5726)
456,0.5670582709773895,0.5191011235955056,tensor(0.6100)
457,0.5970023187898821,0.5325842696629214,tensor(0.5975)
458,0.5868840957841566,0.5348314606741573,tensor(0.5809)
459,0.6085273690762059,0.5348314606741573,tensor(0.5726)
460,0.6304287814324901,0.47191011235955055,tensor(0.5145)
461,0.547386069451609,0.5775280898876405,tensor(0.6307)
462,0.562204267709486,0.5056179775280899,tensor(0.5851)
463,0.5876167349277004,0.5662921348314607,tensor(0.6058)
464,0.5637698519614435,0.501123595505618,tensor(0.6100)
465,0.6199456107231879,0.48089887640449436,tensor(0.5726)
466,0.5433369711522134,0.5550561797752809,tensor(0.6307)
467,0.5900925263281791,0.501123595505618,tensor(0.5643)
468,0.5650810935804921,0.5415730337078651,tensor(0.5519)
469,0.5142096646370427,0.5640449438202247,tensor(0.6224)
470,0.5940754413604736,0.5483146067415731,tensor(0.6390)
471,0.6066421962553455,0.5146067415730337,tensor(0.5519)
472,0.5430782312347043,0.5797752808988764,tensor(0.5519)
473,0.6157109468213974,0.4943820224719101,tensor(0.5477)
474,0.6355544482508013,0.4606741573033708,tensor(0.5187)
475,0.5134642047266806,0.5640449438202247,tensor(0.6266)
476,0.5280376249744047,0.5235955056179775,tensor(0.6307)
477,0.5599122672311722,0.5258426966292135,tensor(0.4730)
478,0.5829118067218412,0.5348314606741573,tensor(0.5851)
479,0.5770167573805778,0.4966292134831461,tensor(0.5643)
480,0.58266667300655,0.5550561797752809,tensor(0.6100)
481,0.5911796352555675,0.5595505617977528,tensor(0.5809)
482,0.5553481578826904,0.5662921348314607,tensor(0.6307)
483,0.6114599070241374,0.503370786516854,tensor(0.5560)
484,0.5495470877616636,0.503370786516854,tensor(0.5768)
485,0.5527893285597524,0.5393258426966292,tensor(0.6058)
486,0.5857069588476612,0.46741573033707867,tensor(0.5353)
487,0.5397194085582611,0.5303370786516854,tensor(0.5934)
488,0.5512479014935032,0.5617977528089888,tensor(0.5602)
489,0.5296313032027213,0.449438202247191,tensor(0.4481)
490,0.5610163471391124,0.5617977528089888,tensor(0.5726)
491,0.5528490322251474,0.5303370786516854,tensor(0.6349)
492,0.5484772805244692,0.5573033707865168,tensor(0.6058)
493,0.5788491954726558,0.5483146067415731,tensor(0.5809)
494,0.61731350325769,0.5617977528089888,tensor(0.6224)
495,0.5768402113068488,0.4898876404494382,tensor(0.5519)
496,0.5128411785248788,0.5325842696629214,tensor(0.5477)
497,0.5489362372506049,0.5640449438202247,tensor(0.5975)
498,0.5181218193423364,0.5303370786516854,tensor(0.6183)
499,0.5142985130510023,0.5730337078651685,tensor(0.5602)
